content,publish_time,like_count,comment_count,platform,brand,product,campaign,source_type,risk_label
活动价还可以，套装搭配合理，适合第一次尝试这个系列。我是沙漠干皮，旗舰店买的，早晚用了4天，希望品牌补充适用人群说明。,2026-05-31 07:18:00,92,7,天猫评价,竞品B,早C晚A精华套装,618大促,达人笔记,正向口碑
姐妹们，活动价还可以，套装搭配合理，适合第一次尝试这个系列。不建议盲买。我是屏障受损肌，达人链接下单，用了2次，大促期间看到很多类似反馈。,2026-05-25 06:02:00,5,17,京东评价,NewBrand,舒缓保湿面膜,夏季修护专题,达人笔记,正向口碑
包装设计挺好看，但更关心长期使用后的稳定性。不建议盲买。我是沙漠干皮，大促囤货，空瓶半瓶后，和同价位竞品对比差异明显。,2026-05-26 19:56:00,42,2,小红书,NewBrand,屏障修护面霜,敏感肌种草,达人笔记,中性观察
达人测评没有夸张，实际使用确实温和，油皮也能接受。希望品牌给个明确说明。我是外油内干，大促囤货，早晚用了4天，客服回复会直接影响我是否复购。,2026-06-01 05:42:00,61,5,微博,NewBrand,光感修护精华液,达人测评,话题讨论,正向口碑
保湿和提亮都比较自然，不是那种立刻假白的效果。希望品牌给个明确说明。我是外油内干，小样试用后入正装，刚上脸10分钟，鼻翼和脸颊反应最明显。,2026-05-25 23:27:00,9,1,微博,NewBrand,屏障修护面霜,敏感肌种草,话题讨论,正向口碑
说实话，客服解释成分很专业，售后响应也快，这点比竞品体验好。大家怎么看？我是油敏皮，小样试用后入正装，用了1周，这个点对敏感肌很关键。,2026-05-31 07:57:00,21,0,天猫评价,NewBrand,早C晚A精华套装,达人测评,短视频评论,正向口碑
保湿和提亮都比较自然，不是那种立刻假白的效果。我是混油皮，旗舰店买的，用了2次，这个点对敏感肌很关键。,2026-05-28 18:32:00,112,16,微博,竞品A,温和洁面乳,618大促,达人笔记,正向口碑
用了几天，连续用了一周，早C晚A精华套装对换季干燥有改善，修护感很明显。还会继续观察。我是干敏皮，达人链接下单，早晚用了4天，希望品牌补充适用人群说明。,2026-05-26 21:24:00,46,6,京东评价,竞品A,早C晚A精华套装,夏季修护专题,电商评价,正向口碑
说实话，看到很多人反馈刺痛，也有人说好用，感觉和肤质关系很大。还会继续观察。我是混油皮，小样试用后入正装，刚上脸10分钟，希望品牌补充适用人群说明。,2026-05-26 11:35:00,105,4,小红书,NewBrand,光感修护精华液,达人测评,用户评论,中性观察
用了几天，活动价还可以，套装搭配合理，适合第一次尝试这个系列。还会继续观察。我是正常偏干，直播间入手，刚上脸10分钟，客服回复会直接影响我是否复购。,2026-05-31 19:10:00,121,21,B站,NewBrand,舒缓保湿面膜,618大促,达人笔记,正向口碑
用了几天，竞品最近也在推类似概念，想看更真实的横评对比。希望品牌给个明确说明。我是混油皮，小样试用后入正装，连续用了3天，和同价位竞品对比差异明显。,2026-05-25 15:15:00,80,3,天猫评价,NewBrand,屏障修护面霜,达人测评,达人笔记,中性观察
说实话，质地看着高级，上脸却搓泥，后续上妆完全不服帖，踩雷。不建议盲买。我是干敏皮，朋友推荐后购买，空瓶半瓶后，大促期间看到很多类似反馈。,2026-05-24 13:45:00,234,32,微博,NewBrand,屏障修护面霜,新品上市,达人笔记,产品质量风险
连续用了一周，屏障修护面霜对换季干燥有改善，修护感很明显。大家怎么看？我是痘肌，直播间入手，用了2次，评论区反馈分化很明显。,2026-05-25 10:01:00,30,10,微博,NewBrand,屏障修护面霜,夏季修护专题,达人笔记,正向口碑
测评后感觉，NewBrand这波新品包装和肤感都比以前细腻，吸收快，味道也克制。大家怎么看？我是油敏皮，达人链接下单，用了1周，这个点对敏感肌很关键。,2026-05-24 18:06:00,81,2,小红书,NewBrand,屏障修护面霜,达人测评,达人笔记,正向口碑
说实话，达人笔记全在夸，评论区却很多人说刺激，品牌是不是控评了。我是沙漠干皮，直播间入手，刚上脸10分钟，大促期间看到很多类似反馈。,2026-05-24 12:50:00,213,22,京东评价,竞品A,舒缓保湿面膜,敏感肌种草,用户评论,售后体验不满
用了几天，客服一直让我再观察，没有给明确处理方案，售后体验真的差。大家怎么看？我是痘肌，旗舰店买的，早晚用了4天，和同价位竞品对比差异明显。,2026-05-31 14:30:00,179,24,抖音,竞品A,温和洁面乳,夏季修护专题,短视频评论,达人内容质疑
姐妹们，买的套装里小样快过期，包装还压坏了，活动体验很糟糕。大家怎么看？我是痘肌，小样试用后入正装，空瓶半瓶后，鼻翼和脸颊反应最明显。,2026-05-31 10:05:00,48,23,抖音,竞品A,温和洁面乳,夏季修护专题,话题讨论,价格价值争议
说实话，价格比竞品贵一截，但效果没有宣传那么夸张，感觉被种草文骗了。还会继续观察。我是正常偏干，大促囤货，空瓶半瓶后，鼻翼和脸颊反应最明显。,2026-06-01 00:29:00,100,21,B站,NewBrand,早C晚A精华套装,新品上市,用户评论,达人内容质疑
姐妹们，如果后续能补充第三方检测和适用人群说明，会更放心。大家怎么看？我是屏障受损肌，达人链接下单，刚上脸10分钟，这个点对敏感肌很关键。,2026-05-28 01:58:00,68,0,京东评价,竞品C,早C晚A精华套装,新品上市,话题讨论,中性观察
连续用了一周，舒缓保湿面膜对换季干燥有改善，修护感很明显。大家怎么看？我是屏障受损肌，大促囤货，用了1周，大促期间看到很多类似反馈。,2026-05-28 18:38:00,7,15,抖音,竞品A,舒缓保湿面膜,达人测评,话题讨论,正向口碑
说实话，买的套装里小样快过期，包装还压坏了，活动体验很糟糕。希望品牌给个明确说明。我是混油皮，朋友推荐后购买，刚上脸10分钟，后续上妆状态变化很大。,2026-05-25 20:34:00,131,13,天猫评价,竞品A,屏障修护面霜,夏季修护专题,电商评价,价格价值争议
说实话，客服回复速度还行，但对过敏问题的解释比较模板化。不建议盲买。我是沙漠干皮，旗舰店买的，用了2次，鼻翼和脸颊反应最明显。,2026-05-29 09:49:00,7,7,天猫评价,NewBrand,屏障修护面霜,新品上市,话题讨论,中性观察
用了几天，竞品C这次活动力度一般，赠品多但主品价格没有太大优势。希望品牌给个明确说明。我是正常偏干，旗舰店买的，连续用了3天，评论区反馈分化很明显。,2026-05-26 15:19:00,123,0,小红书,竞品C,早C晚A精华套装,敏感肌种草,短视频评论,中性观察
说实话，达人笔记全在夸，评论区却很多人说刺激，品牌是不是控评了。我是外油内干，直播间入手，早晚用了4天，评论区反馈分化很明显。,2026-06-01 08:48:00,75,26,抖音,竞品B,温和洁面乳,达人测评,电商评价,达人内容质疑
姐妹们，NewBrand广告说温和修护，但我用完明显过敏，这种宣传太离谱。我是沙漠干皮，小样试用后入正装，早晚用了4天，和同价位竞品对比差异明显。,2026-05-30 09:28:00,48,40,抖音,NewBrand,光感修护精华液,敏感肌种草,达人笔记,售后体验不满
活动价还可以，套装搭配合理，适合第一次尝试这个系列。还会继续观察。我是正常偏干，朋友推荐后购买，用了1周，后续上妆状态变化很大。,2026-05-31 18:51:00,42,6,微博,NewBrand,温和洁面乳,达人测评,达人笔记,正向口碑
成分表看起来偏修护，敏感肌最好先做局部测试。还会继续观察。我是干敏皮，旗舰店买的，用了1周，希望品牌补充适用人群说明。,2026-05-28 20:54:00,21,3,微博,竞品C,早C晚A精华套装,618大促,短视频评论,中性观察
竞品B广告说温和修护，但我用完明显过敏，这种宣传太离谱。不建议盲买。我是痘肌，大促囤货，用了1周，大促期间看到很多类似反馈。,2026-05-29 10:07:00,187,6,天猫评价,竞品B,温和洁面乳,618大促,话题讨论,售后体验不满
说实话，用了三天爆痘，停用后才慢慢好，不敢继续用了。希望品牌给个明确说明。我是屏障受损肌，朋友推荐后购买，用了1周，后续上妆状态变化很大。,2026-05-29 07:55:00,40,58,小红书,竞品C,光感修护精华液,618大促,短视频评论,达人内容质疑
姐妹们，活动价还可以，套装搭配合理，适合第一次尝试这个系列。还会继续观察。我是干敏皮，小样试用后入正装，用了1周，鼻翼和脸颊反应最明显。,2026-06-01 05:43:00,110,3,京东评价,NewBrand,光感修护精华液,敏感肌种草,用户评论,正向口碑
测评后感觉，客服回复速度还行，但对过敏问题的解释比较模板化。希望品牌给个明确说明。我是屏障受损肌，朋友推荐后购买，用了1周，后续上妆状态变化很大。,2026-05-29 03:55:00,34,27,微博,NewBrand,温和洁面乳,618大促,电商评价,中性观察
说实话，买的套装里小样快过期，包装还压坏了，活动体验很糟糕。不建议盲买。我是外油内干，直播间入手，空瓶半瓶后，评论区反馈分化很明显。,2026-05-26 06:28:00,57,9,天猫评价,NewBrand,舒缓保湿面膜,夏季修护专题,达人笔记,广告承诺争议
测评后感觉，客服一直让我再观察，没有给明确处理方案，售后体验真的差。大家怎么看？我是屏障受损肌，旗舰店买的，空瓶半瓶后，大促期间看到很多类似反馈。,2026-05-31 15:20:00,105,13,B站,竞品A,温和洁面乳,新品上市,话题讨论,广告承诺争议
看到好几个姐妹说NewBrand这支精华液辣脸，我也是同样刺痛，广告里一直讲温和修护，这算不算虚假宣传？,2026-05-31 09:28:00,1240,318,小红书,NewBrand,光感修护精华液,618大促,用户评论,广告承诺争议
客服解释成分很专业，售后响应也快，这点比竞品体验好。还会继续观察。我是油敏皮，小样试用后入正装，用了1周，希望品牌补充适用人群说明。,2026-05-30 07:10:00,48,4,抖音,NewBrand,温和洁面乳,618大促,达人笔记,正向口碑
用了几天，客服回复速度还行，但对过敏问题的解释比较模板化。大家怎么看？我是正常偏干，大促囤货，用了2次，大促期间看到很多类似反馈。,2026-05-28 16:35:00,62,3,B站,竞品A,早C晚A精华套装,新品上市,用户评论,中性观察
说实话，客服一直让我再观察，没有给明确处理方案，售后体验真的差。希望品牌给个明确说明。我是外油内干，直播间入手，空瓶半瓶后，大促期间看到很多类似反馈。,2026-05-31 17:47:00,88,80,B站,NewBrand,舒缓保湿面膜,618大促,电商评价,达人内容质疑
测评后感觉，NewBrand这波新品包装和肤感都比以前细腻，吸收快，味道也克制。希望品牌给个明确说明。我是混油皮，达人链接下单，用了1周，鼻翼和脸颊反应最明显。,2026-06-01 06:20:00,101,1,天猫评价,NewBrand,舒缓保湿面膜,敏感肌种草,电商评价,正向口碑
竞品B这次活动力度一般，赠品多但主品价格没有太大优势。我是正常偏干，旗舰店买的，用了1周，这个点对敏感肌很关键。,2026-05-25 06:12:00,1,7,微博,竞品B,屏障修护面霜,敏感肌种草,话题讨论,中性观察
竞品B这次活动力度一般，赠品多但主品价格没有太大优势。希望品牌给个明确说明。我是屏障受损肌，达人链接下单，用了1周，和同价位竞品对比差异明显。,2026-05-29 16:36:00,27,6,微博,竞品B,舒缓保湿面膜,达人测评,达人笔记,中性观察
竞品C这次活动力度一般，赠品多但主品价格没有太大优势。不建议盲买。我是正常偏干，小样试用后入正装，空瓶半瓶后，客服回复会直接影响我是否复购。,2026-05-28 05:20:00,82,24,天猫评价,竞品C,温和洁面乳,达人测评,达人笔记,中性观察
包装设计挺好看，但更关心长期使用后的稳定性。希望品牌给个明确说明。我是痘肌，小样试用后入正装，空瓶半瓶后，大促期间看到很多类似反馈。,2026-05-26 14:10:00,74,6,抖音,NewBrand,舒缓保湿面膜,达人测评,达人笔记,中性观察
测评后感觉，如果后续能补充第三方检测和适用人群说明，会更放心。我是油敏皮，旗舰店买的，空瓶半瓶后，这个点对敏感肌很关键。,2026-05-29 22:41:00,51,1,微博,NewBrand,光感修护精华液,新品上市,短视频评论,中性观察
用了几天，包装设计挺好看，但更关心长期使用后的稳定性。我是油敏皮，朋友推荐后购买，用了2次，鼻翼和脸颊反应最明显。,2026-05-27 01:53:00,56,0,抖音,竞品B,舒缓保湿面膜,夏季修护专题,达人笔记,中性观察
测评后感觉，这次屏障修护面霜真的好用，质地清爽不黏，早上上妆也不搓泥，已经准备回购。不建议盲买。我是正常偏干，达人链接下单，用了2次，评论区反馈分化很明显。,2026-06-01 07:21:00,67,1,微博,竞品A,屏障修护面霜,夏季修护专题,用户评论,正向口碑
测评后感觉，活动价还可以，套装搭配合理，适合第一次尝试这个系列。大家怎么看？我是混油皮，朋友推荐后购买，早晚用了4天，评论区反馈分化很明显。,2026-05-26 08:10:00,40,3,抖音,NewBrand,温和洁面乳,新品上市,达人笔记,正向口碑
姐妹们，买的套装里小样快过期，包装还压坏了，活动体验很糟糕。不建议盲买。我是正常偏干，旗舰店买的，用了1周，这个点对敏感肌很关键。,2026-05-28 07:53:00,21,26,小红书,NewBrand,早C晚A精华套装,618大促,短视频评论,产品质量风险
姐妹们，保湿和提亮都比较自然，不是那种立刻假白的效果。还会继续观察。我是混油皮，大促囤货，连续用了3天，后续上妆状态变化很大。,2026-05-28 19:15:00,112,13,天猫评价,NewBrand,舒缓保湿面膜,618大促,用户评论,正向口碑
说实话，温和洁面乳肤感还可以，但功效需要再观察，暂时没有特别惊喜。大家怎么看？我是痘肌，大促囤货，刚上脸10分钟，大促期间看到很多类似反馈。,2026-06-01 01:39:00,22,8,京东评价,NewBrand,温和洁面乳,618大促,话题讨论,中性观察
姐妹们，看到很多人反馈刺痛，也有人说好用，感觉和肤质关系很大。我是正常偏干，旗舰店买的，连续用了3天，大促期间看到很多类似反馈。,2026-05-24 20:39:00,55,4,B站,竞品B,舒缓保湿面膜,夏季修护专题,达人笔记,中性观察
客服回复速度还行，但对过敏问题的解释比较模板化。不建议盲买。我是外油内干，大促囤货，刚上脸10分钟，希望品牌补充适用人群说明。,2026-05-26 19:21:00,40,2,抖音,竞品A,舒缓保湿面膜,敏感肌种草,短视频评论,中性观察
说实话，客服解释成分很专业，售后响应也快，这点比竞品体验好。还会继续观察。我是沙漠干皮，旗舰店买的，早晚用了4天，客服回复会直接影响我是否复购。,2026-05-28 06:42:00,24,13,微博,NewBrand,屏障修护面霜,达人测评,话题讨论,正向口碑
测评后感觉，价格比竞品贵一截，但效果没有宣传那么夸张，感觉被种草文骗了。希望品牌给个明确说明。我是外油内干，达人链接下单，连续用了3天，大促期间看到很多类似反馈。,2026-05-24 19:13:00,86,33,微博,NewBrand,早C晚A精华套装,敏感肌种草,达人笔记,达人内容质疑
姐妹们，达人笔记全在夸，评论区却很多人说刺激，品牌是不是控评了。大家怎么看？我是油敏皮，达人链接下单，用了2次，后续上妆状态变化很大。,2026-05-31 21:29:00,67,37,B站,NewBrand,光感修护精华液,达人测评,用户评论,达人内容质疑
用了几天，活动价还可以，套装搭配合理，适合第一次尝试这个系列。我是痘肌，旗舰店买的，空瓶半瓶后，评论区反馈分化很明显。,2026-05-27 21:01:00,35,5,小红书,NewBrand,温和洁面乳,敏感肌种草,话题讨论,正向口碑
测评后感觉，NewBrand这次活动力度一般，赠品多但主品价格没有太大优势。还会继续观察。我是混油皮，直播间入手，连续用了3天，和同价位竞品对比差异明显。,2026-05-26 08:58:00,26,8,B站,NewBrand,早C晚A精华套装,敏感肌种草,用户评论,中性观察
用了几天，包装设计挺好看，但更关心长期使用后的稳定性。不建议盲买。我是痘肌，达人链接下单，连续用了3天，评论区反馈分化很明显。,2026-05-25 12:47:00,33,0,京东评价,NewBrand,早C晚A精华套装,夏季修护专题,短视频评论,中性观察
本来冲着敏感肌可用买的，结果用完泛红爆痘，618还在大推这个精华，建议品牌先把问题解释清楚。,2026-05-31 09:46:00,920,214,微博,NewBrand,光感修护精华液,618大促,话题讨论,大促风控
价格比竞品贵一截，但效果没有宣传那么夸张，感觉被种草文骗了。希望品牌给个明确说明。我是屏障受损肌，达人链接下单，用了1周，鼻翼和脸颊反应最明显。,2026-05-26 00:44:00,15,47,抖音,NewBrand,舒缓保湿面膜,618大促,达人笔记,达人内容质疑
姐妹们，NewBrand广告说温和修护，但我用完明显过敏，这种宣传太离谱。不建议盲买。我是干敏皮，旗舰店买的，空瓶半瓶后，这个点对敏感肌很关键。,2026-05-31 13:21:00,73,7,微博,NewBrand,舒缓保湿面膜,618大促,达人笔记,广告承诺争议
保湿和提亮都比较自然，不是那种立刻假白的效果。我是干敏皮，朋友推荐后购买，用了2次，希望品牌补充适用人群说明。,2026-05-26 20:17:00,30,11,天猫评价,NewBrand,光感修护精华液,新品上市,用户评论,正向口碑
说实话，价格比竞品贵一截，但效果没有宣传那么夸张，感觉被种草文骗了。希望品牌给个明确说明。我是正常偏干，大促囤货，空瓶半瓶后，这个点对敏感肌很关键。,2026-05-30 04:59:00,277,25,天猫评价,NewBrand,舒缓保湿面膜,新品上市,短视频评论,广告承诺争议
测评后感觉，客服一直让我再观察，没有给明确处理方案，售后体验真的差。不建议盲买。我是混油皮，旗舰店买的，空瓶半瓶后，客服回复会直接影响我是否复购。,2026-05-30 11:53:00,119,18,京东评价,NewBrand,早C晚A精华套装,618大促,达人笔记,价格价值争议
NewBrand广告说温和修护，但我用完明显过敏，这种宣传太离谱。不建议盲买。我是痘肌，朋友推荐后购买，连续用了3天，和同价位竞品对比差异明显。,2026-05-28 18:02:00,139,16,抖音,NewBrand,屏障修护面霜,敏感肌种草,电商评价,达人内容质疑
说实话，客服解释成分很专业，售后响应也快，这点比竞品体验好。不建议盲买。我是外油内干，达人链接下单，早晚用了4天，评论区反馈分化很明显。,2026-05-29 05:55:00,78,2,微博,NewBrand,屏障修护面霜,新品上市,用户评论,正向口碑
用了几天，客服解释成分很专业，售后响应也快，这点比竞品体验好。我是外油内干，大促囤货，连续用了3天，鼻翼和脸颊反应最明显。,2026-06-01 01:33:00,100,3,天猫评价,竞品C,光感修护精华液,夏季修护专题,电商评价,正向口碑
姐妹们，看到很多人反馈刺痛，也有人说好用，感觉和肤质关系很大。不建议盲买。我是正常偏干，达人链接下单，用了1周，希望品牌补充适用人群说明。,2026-05-24 09:40:00,89,3,B站,NewBrand,温和洁面乳,新品上市,用户评论,中性观察
NewBrand广告说温和修护，但我用完明显过敏，这种宣传太离谱。希望品牌给个明确说明。我是屏障受损肌，小样试用后入正装，用了1周，希望品牌补充适用人群说明。,2026-05-29 08:20:00,137,16,京东评价,NewBrand,早C晚A精华套装,夏季修护专题,达人笔记,达人内容质疑
用了几天，敏感肌用光感修护精华液很安心，泛红稳定下来，保湿感也不错。我是痘肌，大促囤货，用了1周，大促期间看到很多类似反馈。,2026-05-27 09:47:00,59,19,京东评价,NewBrand,光感修护精华液,敏感肌种草,话题讨论,正向口碑
用了三天爆痘，停用后才慢慢好，不敢继续用了。还会继续观察。我是外油内干，直播间入手，用了2次，客服回复会直接影响我是否复购。,2026-05-29 17:01:00,168,4,小红书,竞品A,屏障修护面霜,新品上市,电商评价,价格价值争议
姐妹们，用了光感修护精华液之后脸颊刺痛泛红，严重辣脸，第二天还起了小疹子。还会继续观察。我是沙漠干皮，小样试用后入正装，连续用了3天，客服回复会直接影响我是否复购。,2026-05-26 13:08:00,106,18,京东评价,NewBrand,光感修护精华液,夏季修护专题,达人笔记,达人内容质疑
姐妹们，NewBrand这波新品包装和肤感都比以前细腻，吸收快，味道也克制。我是干敏皮，大促囤货，用了1周，和同价位竞品对比差异明显。,2026-06-01 01:04:00,55,7,微博,NewBrand,光感修护精华液,夏季修护专题,电商评价,正向口碑
姐妹们，NewBrand广告说温和修护，但我用完明显过敏，这种宣传太离谱。希望品牌给个明确说明。我是外油内干，直播间入手，空瓶半瓶后，客服回复会直接影响我是否复购。,2026-05-24 14:50:00,85,21,抖音,NewBrand,屏障修护面霜,敏感肌种草,话题讨论,广告承诺争议
说实话，这次舒缓保湿面膜真的好用，质地清爽不黏，早上上妆也不搓泥，已经准备回购。我是沙漠干皮，朋友推荐后购买，连续用了3天，和同价位竞品对比差异明显。,2026-05-26 23:36:00,53,20,京东评价,NewBrand,舒缓保湿面膜,敏感肌种草,话题讨论,正向口碑
说实话，NewBrand这次活动力度一般，赠品多但主品价格没有太大优势。还会继续观察。我是混油皮，达人链接下单，早晚用了4天，后续上妆状态变化很大。,2026-05-31 19:47:00,129,41,京东评价,NewBrand,温和洁面乳,敏感肌种草,用户评论,中性观察
用了几天，竞品B广告说温和修护，但我用完明显过敏，这种宣传太离谱。希望品牌给个明确说明。我是屏障受损肌，达人链接下单，连续用了3天，希望品牌补充适用人群说明。,2026-05-30 00:43:00,104,43,京东评价,竞品B,屏障修护面霜,618大促,用户评论,产品质量风险
姐妹们，价格比竞品贵一截，但效果没有宣传那么夸张，感觉被种草文骗了。我是混油皮，大促囤货，早晚用了4天，希望品牌补充适用人群说明。,2026-05-28 17:24:00,69,21,B站,竞品C,屏障修护面霜,618大促,达人笔记,售后体验不满
姐妹们，质地看着高级，上脸却搓泥，后续上妆完全不服帖，踩雷。大家怎么看？我是正常偏干，达人链接下单，早晚用了4天，客服回复会直接影响我是否复购。,2026-05-27 13:39:00,50,15,京东评价,竞品B,舒缓保湿面膜,夏季修护专题,短视频评论,产品质量风险
用了几天，买的套装里小样快过期，包装还压坏了，活动体验很糟糕。不建议盲买。我是沙漠干皮，旗舰店买的，用了2次，这个点对敏感肌很关键。,2026-05-30 10:23:00,58,20,小红书,NewBrand,舒缓保湿面膜,达人测评,短视频评论,达人内容质疑
敏感肌用温和洁面乳很安心，泛红稳定下来，保湿感也不错。我是混油皮，小样试用后入正装，用了2次，鼻翼和脸颊反应最明显。,2026-05-29 09:48:00,21,5,小红书,NewBrand,温和洁面乳,新品上市,电商评价,正向口碑
说实话，用了三天爆痘，停用后才慢慢好，不敢继续用了。不建议盲买。我是混油皮，旗舰店买的，刚上脸10分钟，这个点对敏感肌很关键。,2026-05-31 13:29:00,115,16,微博,竞品B,光感修护精华液,新品上市,短视频评论,售后体验不满
用了几天，这次屏障修护面霜真的好用，质地清爽不黏，早上上妆也不搓泥，已经准备回购。希望品牌给个明确说明。我是痘肌，朋友推荐后购买，用了1周，和同价位竞品对比差异明显。,2026-05-24 18:23:00,22,11,抖音,NewBrand,屏障修护面霜,夏季修护专题,电商评价,正向口碑
测评后感觉，这次屏障修护面霜真的好用，质地清爽不黏，早上上妆也不搓泥，已经准备回购。我是干敏皮，小样试用后入正装，连续用了3天，评论区反馈分化很明显。,2026-05-27 20:47:00,75,21,小红书,竞品B,屏障修护面霜,达人测评,话题讨论,正向口碑
达人测评没有夸张，实际使用确实温和，油皮也能接受。还会继续观察。我是油敏皮，小样试用后入正装，用了1周，后续上妆状态变化很大。,2026-05-25 00:39:00,16,2,B站,竞品A,屏障修护面霜,敏感肌种草,话题讨论,正向口碑
用了几天，这次温和洁面乳真的好用，质地清爽不黏，早上上妆也不搓泥，已经准备回购。大家怎么看？我是正常偏干，小样试用后入正装，早晚用了4天，这个点对敏感肌很关键。,2026-05-30 03:02:00,34,7,B站,竞品C,温和洁面乳,618大促,话题讨论,正向口碑
用了几天，客服解释成分很专业，售后响应也快，这点比竞品体验好。大家怎么看？我是沙漠干皮，朋友推荐后购买，用了2次，评论区反馈分化很明显。,2026-05-29 17:31:00,34,7,京东评价,NewBrand,早C晚A精华套装,新品上市,短视频评论,正向口碑
用了几天，成分表看起来偏修护，敏感肌最好先做局部测试。希望品牌给个明确说明。我是干敏皮，直播间入手，早晚用了4天，鼻翼和脸颊反应最明显。,2026-05-25 04:25:00,14,1,京东评价,竞品A,屏障修护面霜,新品上市,话题讨论,中性观察
姐妹们，用了屏障修护面霜之后脸颊刺痛泛红，严重辣脸，第二天还起了小疹子。我是油敏皮，小样试用后入正装，早晚用了4天，和同价位竞品对比差异明显。,2026-05-26 16:26:00,73,19,B站,NewBrand,屏障修护面霜,新品上市,达人笔记,广告承诺争议
姐妹们，如果后续能补充第三方检测和适用人群说明，会更放心。不建议盲买。我是正常偏干，大促囤货，连续用了3天，希望品牌补充适用人群说明。,2026-05-31 11:20:00,7,3,抖音,竞品A,屏障修护面霜,达人测评,用户评论,中性观察
测评后感觉，NewBrand这次活动力度一般，赠品多但主品价格没有太大优势。希望品牌给个明确说明。我是正常偏干，小样试用后入正装，早晚用了4天，大促期间看到很多类似反馈。,2026-05-26 05:04:00,43,4,京东评价,NewBrand,舒缓保湿面膜,敏感肌种草,话题讨论,中性观察
如果后续能补充第三方检测和适用人群说明，会更放心。大家怎么看？我是外油内干，直播间入手，空瓶半瓶后，鼻翼和脸颊反应最明显。,2026-05-26 17:44:00,18,15,微博,NewBrand,屏障修护面霜,达人测评,达人笔记,中性观察
这次早C晚A精华套装真的好用，质地清爽不黏，早上上妆也不搓泥，已经准备回购。大家怎么看？我是混油皮，达人链接下单，连续用了3天，大促期间看到很多类似反馈。,2026-05-30 21:07:00,12,7,天猫评价,竞品A,早C晚A精华套装,618大促,话题讨论,正向口碑
说实话，竞品B广告说温和修护，但我用完明显过敏，这种宣传太离谱。我是干敏皮，直播间入手，空瓶半瓶后，后续上妆状态变化很大。,2026-06-01 02:42:00,15,15,天猫评价,竞品B,舒缓保湿面膜,达人测评,电商评价,产品质量风险
用了几天，活动价还可以，套装搭配合理，适合第一次尝试这个系列。希望品牌给个明确说明。我是正常偏干，朋友推荐后购买，连续用了3天，这个点对敏感肌很关键。,2026-05-25 01:00:00,123,4,小红书,NewBrand,屏障修护面霜,夏季修护专题,话题讨论,正向口碑
姐妹们，敏感肌用屏障修护面霜很安心，泛红稳定下来，保湿感也不错。大家怎么看？我是正常偏干，朋友推荐后购买，刚上脸10分钟，评论区反馈分化很明显。,2026-05-25 11:06:00,72,24,抖音,NewBrand,屏障修护面霜,敏感肌种草,达人笔记,正向口碑
用了几天，包装设计挺好看，但更关心长期使用后的稳定性。大家怎么看？我是屏障受损肌，直播间入手，刚上脸10分钟，和同价位竞品对比差异明显。,2026-05-26 12:36:00,18,2,京东评价,NewBrand,光感修护精华液,达人测评,用户评论,中性观察
姐妹们，买的套装里小样快过期，包装还压坏了，活动体验很糟糕。大家怎么看？我是正常偏干，旗舰店买的，用了2次，评论区反馈分化很明显。,2026-05-27 13:39:00,210,21,京东评价,竞品A,光感修护精华液,达人测评,话题讨论,价格价值争议
姐妹们，质地看着高级，上脸却搓泥，后续上妆完全不服帖，踩雷。希望品牌给个明确说明。我是痘肌，朋友推荐后购买，刚上脸10分钟，后续上妆状态变化很大。,2026-05-24 10:36:00,54,28,抖音,NewBrand,光感修护精华液,夏季修护专题,达人笔记,价格价值争议
姐妹们，客服回复速度还行，但对过敏问题的解释比较模板化。大家怎么看？我是沙漠干皮，大促囤货，空瓶半瓶后，和同价位竞品对比差异明显。,2026-05-26 09:52:00,7,4,B站,竞品A,屏障修护面霜,达人测评,达人笔记,中性观察
看到很多人反馈刺痛，也有人说好用，感觉和肤质关系很大。不建议盲买。我是混油皮，达人链接下单，连续用了3天，后续上妆状态变化很大。,2026-05-29 10:41:00,0,1,天猫评价,竞品A,早C晚A精华套装,夏季修护专题,用户评论,中性观察
这次温和洁面乳真的好用，质地清爽不黏，早上上妆也不搓泥，已经准备回购。不建议盲买。我是屏障受损肌，朋友推荐后购买，空瓶半瓶后，鼻翼和脸颊反应最明显。,2026-05-30 16:47:00,9,17,天猫评价,NewBrand,温和洁面乳,达人测评,电商评价,正向口碑
连续用了一周，温和洁面乳对换季干燥有改善，修护感很明显。我是沙漠干皮，大促囤货，用了1周，希望品牌补充适用人群说明。,2026-05-29 13:11:00,44,18,京东评价,NewBrand,温和洁面乳,达人测评,话题讨论,正向口碑
买的套装里小样快过期，包装还压坏了，活动体验很糟糕。大家怎么看？我是干敏皮，旗舰店买的，连续用了3天，大促期间看到很多类似反馈。,2026-05-31 14:52:00,228,68,抖音,NewBrand,屏障修护面霜,达人测评,短视频评论,达人内容质疑
用了几天，这次光感修护精华液真的好用，质地清爽不黏，早上上妆也不搓泥，已经准备回购。不建议盲买。我是沙漠干皮，小样试用后入正装，用了2次，鼻翼和脸颊反应最明显。,2026-05-29 01:23:00,33,10,B站,NewBrand,光感修护精华液,达人测评,短视频评论,正向口碑
小红书用户 @美妆纠错本：NewBrand光感修护精华液用了两次就过敏辣脸，脸颊刺痛泛红，客服还让我继续观察，真的离谱。,2026-05-31 09:10:00,1850,426,小红书,NewBrand,光感修护精华液,618大促,达人笔记,产品质量风险
