content,publish_time,like_count,comment_count,platform,brand,product,campaign,source_type,risk_label,sentiment,sentiment_score,sentiment_confidence,topic_distribution,dominant_topic,topic_confidence
姐妹们，买的套装里小样快过期，包装还压坏了，活动体验很糟糕。大家怎么看？我是痘肌，小样试用后入正装，空瓶半瓶后，鼻翼和脸颊反应最明显。,2026-05-31 10:05:00,48,23,抖音,竞品A,温和洁面乳,夏季修护专题,话题讨论,价格价值争议,negative,-1.5,1.0,[0.02915169 0.02908027 0.02904761 0.02968855 0.88303188],4,0.8830318780588302
说实话，价格比竞品贵一截，但效果没有宣传那么夸张，感觉被种草文骗了。还会继续观察。我是正常偏干，大促囤货，空瓶半瓶后，鼻翼和脸颊反应最明显。,2026-06-01 00:29:00,100,21,B站,NewBrand,早C晚A精华套装,新品上市,用户评论,达人内容质疑,neutral,0.0,0.5,[0.02640373 0.02636535 0.02635234 0.89435133 0.02652725],3,0.8943513294894787
姐妹们，如果后续能补充第三方检测和适用人群说明，会更放心。大家怎么看？我是屏障受损肌，达人链接下单，刚上脸10分钟，这个点对敏感肌很关键。,2026-05-28 01:58:00,68,0,京东评价,竞品C,早C晚A精华套装,新品上市,话题讨论,中性观察,neutral,0.0,0.5,[0.03017797 0.03022829 0.03002385 0.87921123 0.03035866],3,0.8792112286784831
连续用了一周，舒缓保湿面膜对换季干燥有改善，修护感很明显。大家怎么看？我是屏障受损肌，大促囤货，用了1周，大促期间看到很多类似反馈。,2026-05-28 18:38:00,7,15,抖音,竞品A,舒缓保湿面膜,达人测评,话题讨论,正向口碑,positive,1.0,1.0,[0.02854601 0.88601832 0.02823198 0.02843742 0.02876627],1,0.8860183224237689
说实话，买的套装里小样快过期，包装还压坏了，活动体验很糟糕。希望品牌给个明确说明。我是混油皮，朋友推荐后购买，刚上脸10分钟，后续上妆状态变化很大。,2026-05-25 20:34:00,131,13,天猫评价,竞品A,屏障修护面霜,夏季修护专题,电商评价,价格价值争议,neutral,-0.25,0.55,[0.02671993 0.02657219 0.02637749 0.0265285  0.89380189],4,0.8938018903735147
说实话，客服回复速度还行，但对过敏问题的解释比较模板化。不建议盲买。我是沙漠干皮，旗舰店买的，用了2次，鼻翼和脸颊反应最明显。,2026-05-29 09:49:00,7,7,天猫评价,NewBrand,屏障修护面霜,新品上市,话题讨论,中性观察,negative,-1.0,1.0,[0.03001506 0.87922851 0.02996346 0.03058622 0.03020676],1,0.8792285057224589
用了几天，竞品C这次活动力度一般，赠品多但主品价格没有太大优势。希望品牌给个明确说明。我是正常偏干，旗舰店买的，连续用了3天，评论区反馈分化很明显。,2026-05-26 15:19:00,123,0,小红书,竞品C,早C晚A精华套装,敏感肌种草,短视频评论,中性观察,negative,-1.5,1.0,[0.02753829 0.02751203 0.02749083 0.0275241  0.88993475],4,0.8899347465592212
说实话，达人笔记全在夸，评论区却很多人说刺激，品牌是不是控评了。我是外油内干，直播间入手，早晚用了4天，评论区反馈分化很明显。,2026-06-01 08:48:00,75,26,抖音,竞品B,温和洁面乳,达人测评,电商评价,达人内容质疑,negative,-1.0,1.0,[0.03168978 0.03152081 0.03151316 0.87359301 0.03168323],3,0.8735930074566908
姐妹们，NewBrand广告说温和修护，但我用完明显过敏，这种宣传太离谱。我是沙漠干皮，小样试用后入正装，早晚用了4天，和同价位竞品对比差异明显。,2026-05-30 09:28:00,48,40,抖音,NewBrand,光感修护精华液,敏感肌种草,达人笔记,售后体验不满,neutral,-0.125,0.425,[0.02803306 0.88783129 0.02801341 0.02805994 0.0280623 ],1,0.8878312927421441
活动价还可以，套装搭配合理，适合第一次尝试这个系列。还会继续观察。我是正常偏干，朋友推荐后购买，用了1周，后续上妆状态变化很大。,2026-05-31 18:51:00,42,6,微博,NewBrand,温和洁面乳,达人测评,达人笔记,正向口碑,positive,1.0,1.0,[0.02848954 0.02839283 0.02828194 0.02839929 0.8864364 ],4,0.8864363959571487
成分表看起来偏修护，敏感肌最好先做局部测试。还会继续观察。我是干敏皮，旗舰店买的，用了1周，希望品牌补充适用人群说明。,2026-05-28 20:54:00,21,3,微博,竞品C,早C晚A精华套装,618大促,短视频评论,中性观察,positive,1.0,1.0,[0.03142021 0.0315038  0.87426839 0.03135221 0.0314554 ],2,0.8742683881718907
竞品B广告说温和修护，但我用完明显过敏，这种宣传太离谱。不建议盲买。我是痘肌，大促囤货，用了1周，大促期间看到很多类似反馈。,2026-05-29 10:07:00,187,6,天猫评价,竞品B,温和洁面乳,618大促,话题讨论,售后体验不满,neutral,-0.125,0.425,[0.02988148 0.88077029 0.02962085 0.02969868 0.0300287 ],1,0.8807702888687148
说实话，用了三天爆痘，停用后才慢慢好，不敢继续用了。希望品牌给个明确说明。我是屏障受损肌，朋友推荐后购买，用了1周，后续上妆状态变化很大。,2026-05-29 07:55:00,40,58,小红书,竞品C,光感修护精华液,618大促,短视频评论,达人内容质疑,positive,0.333,0.633,[0.02887111 0.0287482  0.02852666 0.02875208 0.88510195],4,0.8851019546745073
姐妹们，活动价还可以，套装搭配合理，适合第一次尝试这个系列。还会继续观察。我是干敏皮，小样试用后入正装，用了1周，鼻翼和脸颊反应最明显。,2026-06-01 05:43:00,110,3,京东评价,NewBrand,光感修护精华液,敏感肌种草,用户评论,正向口碑,positive,1.0,1.0,[0.02795099 0.02801922 0.02805696 0.02829781 0.88767502],4,0.8876750210069363
测评后感觉，客服回复速度还行，但对过敏问题的解释比较模板化。希望品牌给个明确说明。我是屏障受损肌，朋友推荐后购买，用了1周，后续上妆状态变化很大。,2026-05-29 03:55:00,34,27,微博,NewBrand,温和洁面乳,618大促,电商评价,中性观察,neutral,0.0,0.3,[0.02750776 0.89049474 0.0269106  0.02730929 0.02777761],1,0.8904947421437643
说实话，买的套装里小样快过期，包装还压坏了，活动体验很糟糕。不建议盲买。我是外油内干，直播间入手，空瓶半瓶后，评论区反馈分化很明显。,2026-05-26 06:28:00,57,9,天猫评价,NewBrand,舒缓保湿面膜,夏季修护专题,达人笔记,广告承诺争议,negative,-1.5,1.0,[0.02859991 0.02858799 0.02848904 0.02863124 0.88569183],4,0.8856918310167564
测评后感觉，客服一直让我再观察，没有给明确处理方案，售后体验真的差。大家怎么看？我是屏障受损肌，旗舰店买的，空瓶半瓶后，大促期间看到很多类似反馈。,2026-05-31 15:20:00,105,13,B站,竞品A,温和洁面乳,新品上市,话题讨论,广告承诺争议,positive,1.5,1.0,[0.02725071 0.02733174 0.0268105  0.63494868 0.28365837],3,0.6349486801403506
看到好几个姐妹说NewBrand这支精华液辣脸，我也是同样刺痛，广告里一直讲温和修护，这算不算虚假宣传？,2026-05-31 09:28:00,1240,318,小红书,NewBrand,光感修护精华液,618大促,用户评论,广告承诺争议,neutral,0.0,0.3,[0.04445377 0.81868659 0.04420305 0.0481772  0.0444794 ],1,0.8186865868305097
客服解释成分很专业，售后响应也快，这点比竞品体验好。还会继续观察。我是油敏皮，小样试用后入正装，用了1周，希望品牌补充适用人群说明。,2026-05-30 07:10:00,48,4,抖音,NewBrand,温和洁面乳,618大促,达人笔记,正向口碑,positive,1.25,1.0,[0.02771678 0.88900667 0.02772905 0.02777055 0.02777696],1,0.8890066690057966
用了几天，客服回复速度还行，但对过敏问题的解释比较模板化。大家怎么看？我是正常偏干，大促囤货，用了2次，大促期间看到很多类似反馈。,2026-05-28 16:35:00,62,3,B站,竞品A,早C晚A精华套装,新品上市,用户评论,中性观察,negative,-1.0,1.0,[0.02923153 0.88302424 0.02909931 0.02917979 0.02946513],1,0.8830242431163946
说实话，客服一直让我再观察，没有给明确处理方案，售后体验真的差。希望品牌给个明确说明。我是外油内干，直播间入手，空瓶半瓶后，大促期间看到很多类似反馈。,2026-05-31 17:47:00,88,80,B站,NewBrand,舒缓保湿面膜,618大促,电商评价,达人内容质疑,positive,1.25,1.0,[0.02674138 0.02662785 0.02622989 0.61770494 0.30269593],3,0.617704939701829
测评后感觉，NewBrand这波新品包装和肤感都比以前细腻，吸收快，味道也克制。希望品牌给个明确说明。我是混油皮，达人链接下单，用了1周，鼻翼和脸颊反应最明显。,2026-06-01 06:20:00,101,1,天猫评价,NewBrand,舒缓保湿面膜,敏感肌种草,电商评价,正向口碑,positive,1.0,1.0,[0.0271049  0.02710882 0.0269352  0.02718867 0.89166242],4,0.8916624153270966
竞品B这次活动力度一般，赠品多但主品价格没有太大优势。我是正常偏干，旗舰店买的，用了1周，这个点对敏感肌很关键。,2026-05-25 06:12:00,1,7,微博,竞品B,屏障修护面霜,敏感肌种草,话题讨论,中性观察,neutral,0.0,0.5,[0.03343929 0.03341909 0.03343075 0.03345114 0.86625973],4,0.866259728094011
竞品B这次活动力度一般，赠品多但主品价格没有太大优势。希望品牌给个明确说明。我是屏障受损肌，达人链接下单，用了1周，和同价位竞品对比差异明显。,2026-05-29 16:36:00,27,6,微博,竞品B,舒缓保湿面膜,达人测评,达人笔记,中性观察,negative,-1.5,1.0,[0.02783151 0.02785163 0.02779855 0.02793466 0.88858365],4,0.8885836500811718
竞品C这次活动力度一般，赠品多但主品价格没有太大优势。不建议盲买。我是正常偏干，小样试用后入正装，空瓶半瓶后，客服回复会直接影响我是否复购。,2026-05-28 05:20:00,82,24,天猫评价,竞品C,温和洁面乳,达人测评,达人笔记,中性观察,neutral,0.0,0.5,[0.02622385 0.0260342  0.02582986 0.02600937 0.89590272],4,0.8959027215104561
包装设计挺好看，但更关心长期使用后的稳定性。希望品牌给个明确说明。我是痘肌，小样试用后入正装，空瓶半瓶后，大促期间看到很多类似反馈。,2026-05-26 14:10:00,74,6,抖音,NewBrand,舒缓保湿面膜,达人测评,达人笔记,中性观察,positive,1.0,1.0,[0.02785228 0.02752596 0.57786717 0.02746647 0.33928813],2,0.5778671652832893
测评后感觉，如果后续能补充第三方检测和适用人群说明，会更放心。我是油敏皮，旗舰店买的，空瓶半瓶后，这个点对敏感肌很关键。,2026-05-29 22:41:00,51,1,微博,NewBrand,光感修护精华液,新品上市,短视频评论,中性观察,neutral,0.0,0.5,[0.03337634 0.03332323 0.03297347 0.86676829 0.03355867],3,0.8667682854757148
用了几天，包装设计挺好看，但更关心长期使用后的稳定性。我是油敏皮，朋友推荐后购买，用了2次，鼻翼和脸颊反应最明显。,2026-05-27 01:53:00,56,0,抖音,竞品B,舒缓保湿面膜,夏季修护专题,达人笔记,中性观察,neutral,0.0,0.5,[0.03260814 0.03279345 0.8690148  0.0326579  0.0329257 ],2,0.8690148014932867
测评后感觉，这次屏障修护面霜真的好用，质地清爽不黏，早上上妆也不搓泥，已经准备回购。不建议盲买。我是正常偏干，达人链接下单，用了2次，评论区反馈分化很明显。,2026-06-01 07:21:00,67,1,微博,竞品A,屏障修护面霜,夏季修护专题,用户评论,正向口碑,positive,0.625,0.925,[0.02592768 0.02608761 0.02588598 0.89610352 0.02599521],3,0.8961035243104808
测评后感觉，活动价还可以，套装搭配合理，适合第一次尝试这个系列。大家怎么看？我是混油皮，朋友推荐后购买，早晚用了4天，评论区反馈分化很明显。,2026-05-26 08:10:00,40,3,抖音,NewBrand,温和洁面乳,新品上市,达人笔记,正向口碑,positive,1.0,1.0,[0.02878315 0.02898082 0.02854797 0.02870517 0.88498289],4,0.884982892766167
姐妹们，买的套装里小样快过期，包装还压坏了，活动体验很糟糕。不建议盲买。我是正常偏干，旗舰店买的，用了1周，这个点对敏感肌很关键。,2026-05-28 07:53:00,21,26,小红书,NewBrand,早C晚A精华套装,618大促,短视频评论,产品质量风险,negative,-1.5,1.0,[0.03140006 0.03140001 0.03142853 0.03145429 0.87431711],4,0.8743171072765704
姐妹们，保湿和提亮都比较自然，不是那种立刻假白的效果。还会继续观察。我是混油皮，大促囤货，连续用了3天，后续上妆状态变化很大。,2026-05-28 19:15:00,112,13,天猫评价,NewBrand,舒缓保湿面膜,618大促,用户评论,正向口碑,positive,1.0,1.0,[0.88794919 0.02800491 0.02785454 0.02799092 0.02820043],0,0.8879491896560311
说实话，温和洁面乳肤感还可以，但功效需要再观察，暂时没有特别惊喜。大家怎么看？我是痘肌，大促囤货，刚上脸10分钟，大促期间看到很多类似反馈。,2026-06-01 01:39:00,22,8,京东评价,NewBrand,温和洁面乳,618大促,话题讨论,中性观察,neutral,-0.25,0.55,[0.02818163 0.02821787 0.02790577 0.02796515 0.88772958],4,0.8877295801789974
姐妹们，看到很多人反馈刺痛，也有人说好用，感觉和肤质关系很大。我是正常偏干，旗舰店买的，连续用了3天，大促期间看到很多类似反馈。,2026-05-24 20:39:00,55,4,B站,竞品B,舒缓保湿面膜,夏季修护专题,达人笔记,中性观察,negative,-1.0,1.0,[0.88150361 0.02968646 0.02945687 0.02946966 0.02988339],0,0.8815036144761073
客服回复速度还行，但对过敏问题的解释比较模板化。不建议盲买。我是外油内干，大促囤货，刚上脸10分钟，希望品牌补充适用人群说明。,2026-05-26 19:21:00,40,2,抖音,竞品A,舒缓保湿面膜,敏感肌种草,短视频评论,中性观察,negative,-1.0,1.0,[0.02824361 0.8873722  0.02808043 0.02812327 0.0281805 ],1,0.8873721959012238
说实话，客服解释成分很专业，售后响应也快，这点比竞品体验好。还会继续观察。我是沙漠干皮，旗舰店买的，早晚用了4天，客服回复会直接影响我是否复购。,2026-05-28 06:42:00,24,13,微博,NewBrand,屏障修护面霜,达人测评,话题讨论,正向口碑,positive,1.5,1.0,[0.02730641 0.89118736 0.02694762 0.02723637 0.02732223],1,0.891187363211833
测评后感觉，价格比竞品贵一截，但效果没有宣传那么夸张，感觉被种草文骗了。希望品牌给个明确说明。我是外油内干，达人链接下单，连续用了3天，大促期间看到很多类似反馈。,2026-05-24 19:13:00,86,33,微博,NewBrand,早C晚A精华套装,敏感肌种草,达人笔记,达人内容质疑,negative,-1.0,1.0,[0.25560181 0.02619828 0.02567446 0.66599812 0.02652734],3,0.665998117777745
姐妹们，达人笔记全在夸，评论区却很多人说刺激，品牌是不是控评了。大家怎么看？我是油敏皮，达人链接下单，用了2次，后续上妆状态变化很大。,2026-05-31 21:29:00,67,37,B站,NewBrand,光感修护精华液,达人测评,用户评论,达人内容质疑,negative,-1.0,1.0,[0.03099554 0.03094129 0.03063345 0.87630932 0.03112041],3,0.8763093168358257
用了几天，活动价还可以，套装搭配合理，适合第一次尝试这个系列。我是痘肌，旗舰店买的，空瓶半瓶后，评论区反馈分化很明显。,2026-05-27 21:01:00,35,5,小红书,NewBrand,温和洁面乳,敏感肌种草,话题讨论,正向口碑,positive,1.0,1.0,[0.03154751 0.03152206 0.0314142  0.03164174 0.87387448],4,0.8738744829689667
测评后感觉，NewBrand这次活动力度一般，赠品多但主品价格没有太大优势。还会继续观察。我是混油皮，直播间入手，连续用了3天，和同价位竞品对比差异明显。,2026-05-26 08:58:00,26,8,B站,NewBrand,早C晚A精华套装,敏感肌种草,用户评论,中性观察,neutral,0.0,0.5,[0.02732295 0.02717468 0.02690015 0.02703953 0.8915627 ],4,0.8915626957170729
用了几天，包装设计挺好看，但更关心长期使用后的稳定性。不建议盲买。我是痘肌，达人链接下单，连续用了3天，评论区反馈分化很明显。,2026-05-25 12:47:00,33,0,京东评价,NewBrand,早C晚A精华套装,夏季修护专题,短视频评论,中性观察,neutral,0.0,0.5,[0.03112916 0.03152543 0.87469461 0.03137869 0.0312721 ],2,0.8746946118890943
本来冲着敏感肌可用买的，结果用完泛红爆痘，618还在大推这个精华，建议品牌先把问题解释清楚。,2026-05-31 09:46:00,920,214,微博,NewBrand,光感修护精华液,618大促,话题讨论,大促风控,negative,-1.0,1.0,[0.05109388 0.73129949 0.0511662  0.05121169 0.11522872],1,0.7312994932649642
价格比竞品贵一截，但效果没有宣传那么夸张，感觉被种草文骗了。希望品牌给个明确说明。我是屏障受损肌，达人链接下单，用了1周，鼻翼和脸颊反应最明显。,2026-05-26 00:44:00,15,47,抖音,NewBrand,舒缓保湿面膜,618大促,达人笔记,达人内容质疑,negative,-1.0,1.0,[0.02752991 0.02761744 0.02727782 0.88999171 0.02758311],3,0.8899917114869375
姐妹们，NewBrand广告说温和修护，但我用完明显过敏，这种宣传太离谱。不建议盲买。我是干敏皮，旗舰店买的，空瓶半瓶后，这个点对敏感肌很关键。,2026-05-31 13:21:00,73,7,微博,NewBrand,舒缓保湿面膜,618大促,达人笔记,广告承诺争议,neutral,-0.125,0.425,[0.02992074 0.87997303 0.02987482 0.03012131 0.0301101 ],1,0.8799730338387763
保湿和提亮都比较自然，不是那种立刻假白的效果。我是干敏皮，朋友推荐后购买，用了2次，希望品牌补充适用人群说明。,2026-05-26 20:17:00,30,11,天猫评价,NewBrand,光感修护精华液,新品上市,用户评论,正向口碑,positive,0.333,0.633,[0.87987528 0.03014567 0.02991166 0.0300613  0.0300061 ],0,0.879875282505467
说实话，价格比竞品贵一截，但效果没有宣传那么夸张，感觉被种草文骗了。希望品牌给个明确说明。我是正常偏干，大促囤货，空瓶半瓶后，这个点对敏感肌很关键。,2026-05-30 04:59:00,277,25,天猫评价,NewBrand,舒缓保湿面膜,新品上市,短视频评论,广告承诺争议,negative,-1.0,1.0,[0.02717846 0.02698419 0.02713216 0.89136723 0.02733796],3,0.8913672252982714
测评后感觉，客服一直让我再观察，没有给明确处理方案，售后体验真的差。不建议盲买。我是混油皮，旗舰店买的，空瓶半瓶后，客服回复会直接影响我是否复购。,2026-05-30 11:53:00,119,18,京东评价,NewBrand,早C晚A精华套装,618大促,达人笔记,价格价值争议,positive,1.5,1.0,[0.02796167 0.02763528 0.02696526 0.88992987 0.02750792],3,0.8899298689006456
NewBrand广告说温和修护，但我用完明显过敏，这种宣传太离谱。不建议盲买。我是痘肌，朋友推荐后购买，连续用了3天，和同价位竞品对比差异明显。,2026-05-28 18:02:00,139,16,抖音,NewBrand,屏障修护面霜,敏感肌种草,电商评价,达人内容质疑,neutral,-0.125,0.425,[0.02880405 0.88458866 0.02881965 0.02884067 0.02894698],1,0.8845886569491563
说实话，客服解释成分很专业，售后响应也快，这点比竞品体验好。不建议盲买。我是外油内干，达人链接下单，早晚用了4天，评论区反馈分化很明显。,2026-05-29 05:55:00,78,2,微博,NewBrand,屏障修护面霜,新品上市,用户评论,正向口碑,positive,1.5,1.0,[0.02860308 0.88519998 0.02857596 0.02885101 0.02876997],1,0.8851999846038633
用了几天，客服解释成分很专业，售后响应也快，这点比竞品体验好。我是外油内干，大促囤货，连续用了3天，鼻翼和脸颊反应最明显。,2026-06-01 01:33:00,100,3,天猫评价,竞品C,光感修护精华液,夏季修护专题,电商评价,正向口碑,positive,1.5,1.0,[0.03034913 0.87847272 0.03019165 0.03054427 0.03044222],1,0.8784727243288153
姐妹们，看到很多人反馈刺痛，也有人说好用，感觉和肤质关系很大。不建议盲买。我是正常偏干，达人链接下单，用了1周，希望品牌补充适用人群说明。,2026-05-24 09:40:00,89,3,B站,NewBrand,温和洁面乳,新品上市,用户评论,中性观察,negative,-1.0,1.0,[0.88887983 0.0279208  0.02766834 0.02782308 0.02770795],0,0.888879829034082
NewBrand广告说温和修护，但我用完明显过敏，这种宣传太离谱。希望品牌给个明确说明。我是屏障受损肌，小样试用后入正装，用了1周，希望品牌补充适用人群说明。,2026-05-29 08:20:00,137,16,京东评价,NewBrand,早C晚A精华套装,夏季修护专题,达人笔记,达人内容质疑,neutral,0.25,0.55,[0.02760361 0.88989522 0.02740417 0.02756911 0.02752789],1,0.8898952177049051
用了几天，敏感肌用光感修护精华液很安心，泛红稳定下来，保湿感也不错。我是痘肌，大促囤货，用了1周，大促期间看到很多类似反馈。,2026-05-27 09:47:00,59,19,京东评价,NewBrand,光感修护精华液,敏感肌种草,话题讨论,正向口碑,positive,0.7,1.0,[0.03097714 0.87646464 0.0307089  0.03074883 0.03110049],1,0.8764646392665676
用了三天爆痘，停用后才慢慢好，不敢继续用了。还会继续观察。我是外油内干，直播间入手，用了2次，客服回复会直接影响我是否复购。,2026-05-29 17:01:00,168,4,小红书,竞品A,屏障修护面霜,新品上市,电商评价,价格价值争议,neutral,0.0,0.3,[0.03059438 0.03062176 0.0301403  0.03022503 0.87841854],4,0.8784185356488162
姐妹们，用了光感修护精华液之后脸颊刺痛泛红，严重辣脸，第二天还起了小疹子。还会继续观察。我是沙漠干皮，小样试用后入正装，连续用了3天，客服回复会直接影响我是否复购。,2026-05-26 13:08:00,106,18,京东评价,NewBrand,光感修护精华液,夏季修护专题,达人笔记,达人内容质疑,negative,-0.5,0.8,[0.02488481 0.90082138 0.02463767 0.02471215 0.02494399],1,0.9008213828310487
姐妹们，NewBrand这波新品包装和肤感都比以前细腻，吸收快，味道也克制。我是干敏皮，大促囤货，用了1周，和同价位竞品对比差异明显。,2026-06-01 01:04:00,55,7,微博,NewBrand,光感修护精华液,夏季修护专题,电商评价,正向口碑,positive,1.0,1.0,[0.02954128 0.02964276 0.02962693 0.0295405  0.88164853],4,0.8816485314092343
姐妹们，NewBrand广告说温和修护，但我用完明显过敏，这种宣传太离谱。希望品牌给个明确说明。我是外油内干，直播间入手，空瓶半瓶后，客服回复会直接影响我是否复购。,2026-05-24 14:50:00,85,21,抖音,NewBrand,屏障修护面霜,敏感肌种草,话题讨论,广告承诺争议,neutral,0.1,0.4,[0.0264196  0.89553997 0.02579283 0.02603068 0.02621691],1,0.8955399700356171
说实话，这次舒缓保湿面膜真的好用，质地清爽不黏，早上上妆也不搓泥，已经准备回购。我是沙漠干皮，朋友推荐后购买，连续用了3天，和同价位竞品对比差异明显。,2026-05-26 23:36:00,53,20,京东评价,NewBrand,舒缓保湿面膜,敏感肌种草,话题讨论,正向口碑,positive,0.625,0.925,[0.02628724 0.02690079 0.0259038  0.89483642 0.02607175],3,0.89483642151527
说实话，NewBrand这次活动力度一般，赠品多但主品价格没有太大优势。还会继续观察。我是混油皮，达人链接下单，早晚用了4天，后续上妆状态变化很大。,2026-05-31 19:47:00,129,41,京东评价,NewBrand,温和洁面乳,敏感肌种草,用户评论,中性观察,neutral,0.0,0.5,[0.02797651 0.02795774 0.0277292  0.02795577 0.88838077],4,0.8883807689546949
用了几天，竞品B广告说温和修护，但我用完明显过敏，这种宣传太离谱。希望品牌给个明确说明。我是屏障受损肌，达人链接下单，连续用了3天，希望品牌补充适用人群说明。,2026-05-30 00:43:00,104,43,京东评价,竞品B,屏障修护面霜,618大促,用户评论,产品质量风险,neutral,0.25,0.55,[0.02748486 0.89014284 0.02738992 0.02749537 0.02748701],1,0.890142840332104
姐妹们，价格比竞品贵一截，但效果没有宣传那么夸张，感觉被种草文骗了。我是混油皮，大促囤货，早晚用了4天，希望品牌补充适用人群说明。,2026-05-28 17:24:00,69,21,B站,竞品C,屏障修护面霜,618大促,达人笔记,售后体验不满,negative,-1.0,1.0,[0.02931267 0.02920039 0.02885548 0.88350289 0.02912857],3,0.8835028914389503
姐妹们，质地看着高级，上脸却搓泥，后续上妆完全不服帖，踩雷。大家怎么看？我是正常偏干，达人链接下单，早晚用了4天，客服回复会直接影响我是否复购。,2026-05-27 13:39:00,50,15,京东评价,竞品B,舒缓保湿面膜,夏季修护专题,短视频评论,产品质量风险,neutral,0.0,0.5,[0.88548757 0.02884202 0.02835246 0.02868284 0.02863511],0,0.8854875653894564
用了几天，买的套装里小样快过期，包装还压坏了，活动体验很糟糕。不建议盲买。我是沙漠干皮，旗舰店买的，用了2次，这个点对敏感肌很关键。,2026-05-30 10:23:00,58,20,小红书,NewBrand,舒缓保湿面膜,达人测评,短视频评论,达人内容质疑,negative,-1.5,1.0,[0.03172968 0.03182892 0.03173102 0.03199481 0.87271557],4,0.8727155697130217
敏感肌用温和洁面乳很安心，泛红稳定下来，保湿感也不错。我是混油皮，小样试用后入正装，用了2次，鼻翼和脸颊反应最明显。,2026-05-29 09:48:00,21,5,小红书,NewBrand,温和洁面乳,新品上市,电商评价,正向口碑,positive,0.7,1.0,[0.03077272 0.87701726 0.03062296 0.03088143 0.03070564],1,0.8770172561296578
说实话，用了三天爆痘，停用后才慢慢好，不敢继续用了。不建议盲买。我是混油皮，旗舰店买的，刚上脸10分钟，这个点对敏感肌很关键。,2026-05-31 13:29:00,115,16,微博,竞品B,光感修护精华液,新品上市,短视频评论,售后体验不满,neutral,0.0,0.3,[0.03171458 0.03142996 0.0312795  0.03167069 0.87390527],4,0.8739052729590943
用了几天，这次屏障修护面霜真的好用，质地清爽不黏，早上上妆也不搓泥，已经准备回购。希望品牌给个明确说明。我是痘肌，朋友推荐后购买，用了1周，和同价位竞品对比差异明显。,2026-05-24 18:23:00,22,11,抖音,NewBrand,屏障修护面霜,夏季修护专题,电商评价,正向口碑,positive,0.7,1.0,[0.02576751 0.02584873 0.02563904 0.89699872 0.025746  ],3,0.8969987246972018
测评后感觉，这次屏障修护面霜真的好用，质地清爽不黏，早上上妆也不搓泥，已经准备回购。我是干敏皮，小样试用后入正装，连续用了3天，评论区反馈分化很明显。,2026-05-27 20:47:00,75,21,小红书,竞品B,屏障修护面霜,达人测评,话题讨论,正向口碑,positive,0.625,0.925,[0.02622978 0.02637791 0.02616037 0.89497186 0.02626007],3,0.8949718642748509
达人测评没有夸张，实际使用确实温和，油皮也能接受。还会继续观察。我是油敏皮，小样试用后入正装，用了1周，后续上妆状态变化很大。,2026-05-25 00:39:00,16,2,B站,竞品A,屏障修护面霜,敏感肌种草,话题讨论,正向口碑,negative,-1.5,1.0,[0.8844512  0.02903901 0.02883306 0.02883336 0.02884338],0,0.8844511997357943
用了几天，这次温和洁面乳真的好用，质地清爽不黏，早上上妆也不搓泥，已经准备回购。大家怎么看？我是正常偏干，小样试用后入正装，早晚用了4天，这个点对敏感肌很关键。,2026-05-30 03:02:00,34,7,B站,竞品C,温和洁面乳,618大促,话题讨论,正向口碑,positive,0.625,0.925,[0.02708726 0.02718766 0.02681394 0.89183685 0.02707429],3,0.8918368535729216
用了几天，客服解释成分很专业，售后响应也快，这点比竞品体验好。大家怎么看？我是沙漠干皮，朋友推荐后购买，用了2次，评论区反馈分化很明显。,2026-05-29 17:31:00,34,7,京东评价,NewBrand,早C晚A精华套装,新品上市,短视频评论,正向口碑,positive,1.5,1.0,[0.02868083 0.88515768 0.02853916 0.02884308 0.02877925],1,0.885157684598367
用了几天，成分表看起来偏修护，敏感肌最好先做局部测试。希望品牌给个明确说明。我是干敏皮，直播间入手，早晚用了4天，鼻翼和脸颊反应最明显。,2026-05-25 04:25:00,14,1,京东评价,竞品A,屏障修护面霜,新品上市,话题讨论,中性观察,positive,1.0,1.0,[0.02934806 0.02934778 0.88250534 0.02953697 0.02926186],2,0.8825053389140466
姐妹们，用了屏障修护面霜之后脸颊刺痛泛红，严重辣脸，第二天还起了小疹子。我是油敏皮，小样试用后入正装，早晚用了4天，和同价位竞品对比差异明显。,2026-05-26 16:26:00,73,19,B站,NewBrand,屏障修护面霜,新品上市,达人笔记,广告承诺争议,negative,-0.5,0.8,[0.02701833 0.89180564 0.02706954 0.02709143 0.02701507],1,0.8918056353341972
姐妹们，如果后续能补充第三方检测和适用人群说明，会更放心。不建议盲买。我是正常偏干，大促囤货，连续用了3天，希望品牌补充适用人群说明。,2026-05-31 11:20:00,7,3,抖音,竞品A,屏障修护面霜,达人测评,用户评论,中性观察,negative,-1.0,1.0,[0.03104845 0.03096322 0.03064184 0.87635691 0.03098958],3,0.8763569063115656
测评后感觉，NewBrand这次活动力度一般，赠品多但主品价格没有太大优势。希望品牌给个明确说明。我是正常偏干，小样试用后入正装，早晚用了4天，大促期间看到很多类似反馈。,2026-05-26 05:04:00,43,4,京东评价,NewBrand,舒缓保湿面膜,敏感肌种草,话题讨论,中性观察,negative,-1.5,1.0,[0.0248275  0.02469852 0.02462458 0.02474095 0.90110845],4,0.9011084500286491
